WorkTitle #,Word,Tag,POS
,and,O,CC
,bad,O,JJ
,people,O,NNS
,",",O,","
,and,O,CC
,into,O,IN
,a,O,DT
,fantastic,O,JJ
,over,O,IN
,-,O,:
,estimation,O,NN
,of,O,IN
,the,O,DT
,power,O,NN
,of,O,IN
,education,O,NN
,",",O,","
,or,O,CC
,they,O,PRP
,simply,O,RB
,adopt,O,VB
,an,O,DT
,inverted,O,JJ
,version,O,NN
,of,O,IN
,Nazi,O,NNP
,racial,O,JJ
,theory,O,NN
,.,O,.
,There,O,EX
,is,O,VBZ
,a,O,DT
,certain,O,JJ
,danger,O,NN
,in,O,IN
,all,O,PDT
,this,O,DT
,only,O,RB
,because,O,IN
,",",O,","
,since,O,IN
,Churchill,B-PER,NNP
,’,O,NNP
,s,O,VBP
,famous,O,JJ
,statement,O,NN
,on,O,IN
,the,O,DT
,subject,O,NN
,",",O,","
,the,O,DT
,Allies,O,NNS
,have,O,VBP
,refrained,O,VBN
,from,O,IN
,fighting,O,VBG
,an,O,DT
,ideological,O,JJ
,war,O,NN
,and,O,CC
,have,O,VBP
,thus,O,RB
,unconsciously,O,RB
,given,O,VBN
,an,O,DT
,advantage,O,NN
,to,O,TO
,the,O,DT
,Nazis,O,NNP
,(,O,(
,who,O,WP
,",",O,","
,without,O,IN
,regard,O,NN
,to,O,TO
,Churchill,B-PER,NNP
,",",O,","
,are,O,VBP
,organizing,O,VBG
,their,O,PRP$
,defeat,O,NN
,ideologically,O,RB
,),O,)
,and,O,CC
,a,O,DT
,chance,O,NN
,of,O,IN
,survival,O,NN
,to,O,TO
,all,O,DT
,racial,O,JJ
,theories,O,NNS
,.,O,.
,The,O,DT
,true,O,JJ
,problem,O,NN
,however,O,RB
,is,O,VBZ
,not,O,RB
,to,O,TO
,prove,O,VB
,what,O,WP
,is,O,VBZ
,self,O,JJ
,-,O,:
,evident,O,NN
,",",O,","
,namely,O,RB
,",",O,","
,that,O,IN
,Germans,O,NNPS
,have,O,VBP
,not,O,RB
,been,O,VBN
,potential,O,JJ
,Nazis,O,NNP
,ever,O,RB
,since,O,IN
,Tacitus,B-PER,NNP
,’,O,NNP
,times,O,NNS
,",",O,","
,nor,O,CC
,what,O,WP
,is,O,VBZ
,impossible,O,JJ
,",",O,","
,that,O,IN
,all,O,DT
,Germans,O,NNPS
,harbor,O,VBP
,Nazi,O,JJ
,views,O,NNS
,.,O,.
,It,O,PRP
,is,O,VBZ
,",",O,","
,rather,O,RB
,",",O,","
,to,O,TO
,consider,O,VB
,how,O,WRB
,to,O,TO
,conduct,O,VB
,ourselves,O,NNS
,and,O,CC
,how,O,WRB
,to,O,TO
,bear,O,VB
,the,O,DT
,trial,O,NN
,of,O,IN
,confronting,O,VBG
,a,O,DT
,people,O,NNS
,among,O,IN
,whom,O,WP
,the,O,DT
,boundaries,O,NNS
,dividing,O,VBG
,criminals,O,NNS
,from,O,IN
,normal,O,JJ
,persons,O,NNS
,",",O,","
,the,O,DT
,guilty,O,JJ
,from,O,IN
,the,O,DT
,innocent,O,NN
,",",O,","
,have,O,VBP
,been,O,VBN
,so,O,RB
,completely,O,RB
,effaced,O,VBD
,that,O,IN
,nobody,O,NN
,will,O,MD
,be,O,VB
,able,O,JJ
,to,O,TO
,tell,O,VB
,in,O,IN
,Germany,O,NNP
,whether,O,IN
,in,O,IN
,any,O,DT
,case,O,NN
,he,O,PRP
,is,O,VBZ
,dealing,O,VBG
,with,O,IN
,a,O,DT
,secret,O,JJ
,hero,O,NN
,or,O,CC
,with,O,IN
,a,O,DT
,former,O,JJ
,mass,O,NN
,murderer,O,NN
,.,O,.
,In,O,IN
,this,O,DT
,situation,O,NN
,we,O,PRP
,will,O,MD
,not,O,RB
,be,O,VB
,aided,O,VBN
,either,O,RB
,by,O,IN
,a,O,DT
,definition,O,NN
,of,O,IN
,those,O,DT
,responsible,O,JJ
,",",O,","
,nor,O,CC
,by,O,IN
,the,O,DT
,punishment,O,NN
,of,O,IN
,“,O,NNP
,war,O,NN
,criminals,O,NNS
,.,O,.
,”,O,NNS
,Such,O,JJ
,definitions,O,NNS
,by,O,IN
,their,O,PRP$
,very,O,JJ
,nature,O,NN
,can,O,MD
,apply,O,VB
,only,O,RB
,to,O,TO
,those,O,DT
,who,O,WP
,not,O,RB
,only,O,RB
,took,O,VBD
,responsibility,O,NN
,upon,O,IN
,themselves,O,PRP
,",",O,","
,but,O,CC
,also,O,RB
,produced,O,VBD
,this,O,DT
,whole,O,JJ
,inferno,O,NN
,—,O,NN
,and,O,CC
,yet,O,RB
,strangely,O,RB
,enough,O,JJ
,are,O,VBP
,still,O,RB
,not,O,RB
,to,O,TO
,be,O,VB
,found,O,VBN
,on,O,IN
,the,O,DT
,lists,O,NNS
,of,O,IN
,war,O,NN
,criminals,O,NNS
,.,O,.
,The,O,DT
,number,O,NN
,of,O,IN
,those,O,DT
,who,O,WP
,are,O,VBP
,responsible,O,JJ
,and,O,CC
,guilty,O,JJ
,will,O,MD
,be,O,VB
,relatively,O,RB
,small,O,JJ
,.,O,.
,There,O,EX
,are,O,VBP
,many,O,JJ
,who,O,WP
,share,O,NN
,responsibility,O,NN
,without,O,IN
,any,O,DT
,visible,O,JJ
,proof,O,NN
,of,O,IN
,guilt,O,NN
,.,O,.
,There,O,EX
,are,O,VBP
,many,O,JJ
,more,O,JJR
,who,O,WP
,have,O,VBP
,become,O,VBN
,guilty,O,JJ
,without,O,IN
,being,O,VBG
,in,O,IN
,the,O,DT
,least,O,JJS
,responsible,O,JJ
,.,O,.
,Among,O,IN
,the,O,DT
,responsible,O,JJ
,in,O,IN
,a,O,DT
,broader,O,JJR
,sense,O,NN
,must,O,MD
,be,O,VB
,included,O,VBN
,all,O,PDT
,those,O,DT
,who,O,WP
,continued,O,VBD
,to,O,TO
,be,O,VB
,sympathetic,O,JJ
,to,O,TO
,Hitler,B-PER,NNP
,as,O,RB
,long,O,RB
,as,O,IN
,it,O,PRP
,was,O,VBD
,possible,O,JJ
,",",O,","
,who,O,WP
,aided,O,VBD
,his,O,PRP$
,rise,O,NN
,to,O,TO
,power,O,NN
,",",O,","
,and,O,CC
,who,O,WP
,applauded,O,VBD
,him,O,PRP
,in,O,IN
,Germany,O,NNP
,and,O,CC
,in,O,IN
,other,O,JJ
,European,O,JJ
,countries,O,NNS
,.,O,.
,Who,O,WP
,would,O,MD
,dare,O,VB
,to,O,TO
,brand,O,NN
,all,O,PDT
,these,O,DT
,ladies,O,NNS
,and,O,CC
,gentlemen,O,NNS
,of,O,IN
,high,O,JJ
,society,O,NN
,as,O,IN
,war,O,NN
,criminals,O,NNS
,?,O,.
,And,O,CC
,as,O,IN
,a,O,DT
,matter,O,NN
,of,O,IN
,fact,O,NN
,they,O,PRP
,really,O,RB
,do,O,VBP
,not,O,RB
,deserve,O,VB
,such,O,JJ
,a,O,DT
,title,O,NN
,.,O,.
,Unquestionably,O,RB
,they,O,PRP
,have,O,VBP
,proved,O,VBN
,their,O,PRP$
,inability,O,NN
,to,O,TO
,judge,O,VB
,modern,O,JJ
,political,O,JJ
,groupings,O,NNS
,",",O,","
,some,O,DT
,of,O,IN
,them,O,PRP
,because,O,IN
,they,O,PRP
,regarded,O,VBD
,all,O,DT
,principles,O,NNS
,in,O,IN
,politics,O,NNS
,as,O,IN
,moralistic,O,JJ
,nonsense,O,NN
,",",O,","
,others,O,NNS
,because,O,IN
,they,O,PRP
,were,O,VBD
,affected,O,VBN
,by,O,IN
,a,O,DT
,romantic,O,JJ
,predilection,O,NN
,for,O,IN
,gangsters,O,NNS
,whom,O,WP
,they,O,PRP
,confused,O,VBD
,with,O,IN
,“,O,NNP
,pirates,O,VBZ
,”,O,NNP
,of,O,IN
,an,O,DT
,older,O,JJR
,time,O,NN
,.,O,.
,Yet,O,CC
,these,O,DT
,people,O,NNS
,",",O,","
,who,O,WP
,were,O,VBD
,co,O,JJ
,-,O,:
,responsible,O,JJ
,for,O,IN
,Hitler,B-PER,NNP
,’,O,NNP
,s,O,JJ
,crimes,O,NNS
,in,O,IN
,a,O,DT
,broader,O,JJR
,sense,O,NN
,",",O,","
,did,O,VBD
,not,O,RB
,incur,O,VB
,any,O,DT
,guilt,O,NN
,in,O,IN
,a,O,DT
,stricter,O,NN
,sense,O,NN
,.,O,.
,They,O,PRP
,",",O,","
,who,O,WP
,were,O,VBD
,the,O,DT
,Nazis,O,NNP
,’,O,NNP
,first,O,JJ
,accomplices,O,NNS
,and,O,CC
,their,O,PRP$
,best,O,JJS
,aides,O,NNS
,",",O,","
,truly,O,RB
,did,O,VBD
,not,O,RB
,know,O,VB
,what,O,WP
,they,O,PRP
,were,O,VBD
,doing,O,VBG
,nor,O,CC
,with,O,IN
,whom,O,WP
,they,O,PRP
,were,O,VBD
,dealing,O,VBG
,.,O,.
,The,O,DT
,extreme,O,JJ
,horror,O,NN
,with,O,IN
,which,O,WDT
,particularly,O,RB
,persons,O,NNS
,of,O,IN
,good,O,JJ
,will,O,MD
,react,O,VB
,whenever,O,WRB
,the,O,DT
,case,O,NN
,of,O,IN
,Germany,O,NNP
,is,O,VBZ
,discussed,O,VBN
,is,O,VBZ
,not,O,RB
,evoked,O,VBN
,by,O,IN
,those,O,DT
,irresponsible,O,JJ
,co,O,JJ
,-,O,:
,responsibles,O,NNS
,",",O,","
,nor,O,CC
,even,O,RB
,by,O,IN
,the,O,DT
,particular,O,JJ
,crimes,O,NNS
,of,O,IN
,the,O,DT
,Nazis,O,NNP
,themselves,O,PRP
,.,O,.
,It,O,PRP
,is,O,VBZ
,rather,O,RB
,the,O,DT
,product,O,NN
,of,O,IN
,that,O,DT
,vast,O,JJ
,machine,O,NN
,of,O,IN
,administrative,O,JJ
,mass,O,NN
,murder,O,NN
,",",O,","
,in,O,IN
,whose,O,WP$
,service,O,NN
,not,O,RB
,only,O,RB
,thousands,O,NNS
,of,O,IN
,persons,O,NNS
,",",O,","
,not,O,RB
,even,O,RB
,scores,O,NNS
,of,O,IN
,thousands,O,NNS
,of,O,IN
,selected,O,VBN
,murderers,O,NNS
,",",O,","
,but,O,CC
,a,O,DT
,whole,O,JJ
,people,O,NNS
,could,O,MD
,be,O,VB
,and,O,CC
,was,O,VBD
,employed,O,VBN
,:,O,:
,In,O,IN
,that,O,DT
,organization,O,NN
,which,O,WDT
,Himmler,B-PER,NNP
,has,O,VBZ
,prepared,O,VBN
,against,O,IN
,the,O,DT
,defeat,O,NN
,",",O,","
,everyone,O,NN
,is,O,VBZ
,either,O,DT
,an,O,DT
,executioner,O,NN
,",",O,","
,a,O,DT
,victim,O,NN
,",",O,","
,or,O,CC
,an,O,DT
,automaton,O,NN
,",",O,","
,marching,O,VBG
,onward,O,NN
,over,O,IN
,the,O,DT
,corpses,O,NNS
,of,O,IN
,his,O,PRP$
,comrades,O,NNS
,—,O,VBP
,chosen,O,VBN
,at,O,IN
,first,O,JJ
,out,O,IN
,of,O,IN
,the,O,DT
,various,O,JJ
,storm,O,NN
,troop,O,NN
,formations,O,NNS
,and,O,CC
,later,O,RB
,from,O,IN
,any,O,DT
,army,O,JJ
,unit,O,NN
,or,O,CC
,other,O,JJ
,mass,O,NN
,organization,O,NN
,.,O,.
,That,O,IN
,everyone,O,NN
,",",O,","
,whether,O,IN
,or,O,CC
,not,O,RB
,he,O,PRP
,is,O,VBZ
,directly,O,RB
,active,O,JJ
,in,O,IN
,a,O,DT
,murder,O,NN
,camp,O,NN
,",",O,","
,is,O,VBZ
,forced,O,VBN
,to,O,TO
,take,O,VB
,part,O,NN
,in,O,IN
,one,O,CD
,way,O,NN
,or,O,CC
,another,O,DT
,in,O,IN
,the,O,DT
,workings,O,NNS
,of,O,IN
,this,O,DT
,machine,O,NN
,of,O,IN
,mass,O,NN
,murder,O,NN
,—,O,NN
,that,O,WDT
,is,O,VBZ
,the,O,DT
,horrible,O,JJ
,thing,O,NN
,.,O,.
,For,O,IN
,systematic,O,JJ
,mass,O,NN
,murder,O,NN
,—,O,VBD
,the,O,DT
,true,O,JJ
,consequence,O,NN
,of,O,IN
,all,O,DT
,race,O,NN
,theories,O,NNS
,and,O,CC
,other,O,JJ
,modern,O,JJ
,ideologies,O,NNS
,which,O,WDT
,preach,O,VBP
,that,O,IN
,might,O,MD
,is,O,VBZ
,right,O,JJ
,—,O,NN
,strains,O,VBZ
,not,O,RB
,only,O,RB
,the,O,DT
,imagination,O,NN
,of,O,IN
,human,O,JJ
,beings,O,NNS
,",",O,","
,but,O,CC
,also,O,RB
,the,O,DT
,framework,O,NN
,and,O,CC
,categories,O,NNS
,of,O,IN
,our,O,PRP$
,political,O,JJ
,thought,O,NN
,and,O,CC
,action,O,NN
,.,O,.
,Whatever,O,IN
,the,O,DT
,future,O,NN
,of,O,IN
,Germany,O,NNP
,",",O,","
,it,O,PRP
,will,O,MD
,not,O,RB
,be,O,VB
,determined,O,VBN
,by,O,IN
,anything,O,NN
,more,O,JJR
,than,O,IN
,the,O,DT
,inevitable,O,JJ
,consequences,O,NNS
,of,O,IN
,a,O,DT
,lost,O,JJ
,war,O,NN
,—,O,NNP
,consequences,O,NNS
,which,O,WDT
,in,O,IN
,the,O,DT
,nature,O,NN
,of,O,IN
,the,O,DT
,case,O,NN
,are,O,VBP
,temporary,O,JJ
,.,O,.
,There,O,EX
,is,O,VBZ
,no,O,DT
,political,O,JJ
,method,O,NN
,for,O,IN
,dealing,O,VBG
,with,O,IN
,German,O,JJ
,mass,O,NN
,crimes,O,NNS
,",",O,","
,and,O,CC
,the,O,DT
,destruction,O,NN
,of,O,IN
,seventy,O,NN
,or,O,CC
,eighty,O,VB
,million,O,CD
,Germans,O,NNPS
,",",O,","
,or,O,CC
,even,O,RB
,their,O,PRP$
,gradual,O,JJ
,death,O,NN
,through,O,IN
,starvation,O,NN
,(,O,(
,of,O,IN
,which,O,WDT
,",",O,","
,of,O,IN
,course,O,NN
,",",O,","
,nobody,O,NN
,except,O,IN
,a,O,DT
,few,O,JJ
,psychotic,O,JJ
,fanatics,O,NNS
,dream,O,NN
,),O,)
,",",O,","
,would,O,MD
,simply,O,RB
,mean,O,VB
,that,O,IN
,the,O,DT
,ideology,O,NN
,of,O,IN
,the,O,DT
,Nazis,O,NNP
,had,O,VBD
,won,O,VBN
,",",O,","
,even,O,RB
,if,O,IN
,power,O,NN
,and,O,CC
,the,O,DT
,rights,O,NNS
,of,O,IN
,might,O,MD
,had,O,VBD
,fallen,O,VBN
,to,O,TO
,other,O,JJ
,peoples,O,NNS
,.,O,.
,Just,O,RB
,as,O,IN
,there,O,EX
,is,O,VBZ
,no,O,DT
,political,O,JJ
,solution,O,NN
,within,O,IN
,human,O,JJ
,capacity,O,NN
,for,O,IN
,the,O,DT
,crime,O,NN
,of,O,IN
,administrative,O,JJ
,mass,O,NN
,murder,O,NN
,",",O,","
,so,O,IN
,the,O,DT
,human,O,JJ
,need,O,NN
,for,O,IN
,justice,O,NN
,can,O,MD
,find,O,VB
,no,O,DT
,satisfactory,O,JJ
,reply,O,NN
,to,O,TO
,the,O,DT
,total,O,JJ
,mobilization,O,NN
,of,O,IN
,a,O,DT
,people,O,NNS
,for,O,IN
,that,O,DT
,purpose,O,NN
,.,O,.
,Where,O,WRB
,all,O,DT
,are,O,VBP
,guilty,O,JJ
,",",O,","
,nobody,O,NN
,in,O,IN
,the,O,DT
,last,O,JJ
,analysis,O,NN
,can,O,MD
,be,O,VB
,judged,O,VBN
,.,O,.
,For,O,IN
,that,O,DT
,guilt,O,NN
,is,O,VBZ
,not,O,RB
,accompanied,O,VBN
,by,O,IN
,even,O,RB
,the,O,DT
,mere,O,JJ
,appearance,O,NN
,",",O,","
,the,O,DT
,mere,O,JJ
,pretense,O,NN
,of,O,IN
,responsibility,O,NN
,.,O,.
,So,O,RB
,long,O,RB
,as,O,IN
,punishment,O,NN
,is,O,VBZ
,the,O,DT
,right,O,NN
,of,O,IN
,the,O,DT
,criminal,O,JJ
,—,O,NN
,and,O,CC
,this,O,DT
,paradigm,O,NN
,has,O,VBZ
,for,O,IN
,more,O,JJR
,than,O,IN
,two,O,CD
,thousand,O,CD
,years,O,NNS
,been,O,VBN
,the,O,DT
,basis,O,NN
,of,O,IN
,the,O,DT
,sense,O,NN
,of,O,IN
,justice,O,NN
,and,O,CC
,right,O,NN
,of,O,IN
,Occidental,O,NNP
,man,O,NN
,—,O,NNP
,guilt,O,NN
,implies,O,VBZ
,the,O,DT
,consciousness,O,NN
,of,O,IN
,guilt,O,NN
,",",O,","
,and,O,CC
,punishment,O,NN
,evidence,O,NN
,that,O,IN
,the,O,DT
,criminal,O,NN
,is,O,VBZ
,a,O,DT
,responsible,O,JJ
,person,O,NN
,.,O,.
,How,O,WRB
,it,O,PRP
,is,O,VBZ
,in,O,IN
,this,O,DT
,matter,O,NN
,has,O,VBZ
,been,O,VBN
,well,O,RB
,described,O,VBN
,by,O,IN
,an,O,DT
,American,O,JJ
,correspondent,O,NN
,",",O,","
,in,O,IN
,a,O,DT
,story,O,NN
,whose,O,WP$
,dialogue,O,NN
,is,O,VBZ
,worthy,O,JJ
,of,O,IN
,the,O,DT
,imagination,O,NN
,and,O,CC
,creative,O,JJ
,power,O,NN
,of,O,IN
,a,O,DT
,great,O,JJ
,poet,O,NN
,.,O,.
,Q,O,NNP
,.,O,.
,Did,O,NNP
,you,O,PRP
,kill,O,VB
,people,O,NNS
,in,O,IN
,the,O,DT
,camp,O,NN
,?,O,.
,A,O,DT
,.,O,.
,Yes,O,UH
,.,O,.
,Q,O,NNP
,.,O,.
,Did,O,NNP
,you,O,PRP
,poison,O,VB
,them,O,PRP
,with,O,IN
,gas,O,NN
,?,O,.
,A,O,DT
,.,O,.
,Yes,O,UH
,.,O,.
,Q,O,NNP
,.,O,.
,Did,O,NNP
,you,O,PRP
,bury,O,VB
,them,O,PRP
,alive,O,VB
,?,O,.
,A,O,DT
,.,O,.
,It,O,PRP
,sometimes,O,RB
,happened,O,VBD
,.,O,.
,Q,O,NNP
,.,O,.
,Were,O,WRB
,the,O,DT
,victims,O,NNS
,picked,O,VBN
,from,O,IN
,all,O,DT
,over,O,IN
,Europe,O,NNP
,?,O,.
,A,O,NNP
,.,O,.
,I,O,PRP
,suppose,O,VBP
,so,O,RB
,.,O,.
,Q,O,NNP
,.,O,.
,Did,O,NNP
,you,O,PRP
,personally,O,RB
,help,O,VB
,kill,O,VB
,people,O,NNS
,?,O,.
,A,O,DT
,.,O,.
,Absolutely,O,RB
,not,O,RB
,.,O,.
,I,O,PRP
,was,O,VBD
,only,O,RB
,paymaster,O,NN
,in,O,IN
,the,O,DT
,camp,O,NN
,.,O,.
,Q,O,NNP
,.,O,.
,What,O,WP
,did,O,VBD
,you,O,PRP
,think,O,VB
,of,O,IN
,what,O,WP
,was,O,VBD
,going,O,VBG
,on,O,IN
,?,O,.
,A,O,DT
,.,O,.
,It,O,PRP
,was,O,VBD
,bad,O,JJ
,at,O,IN
,first,O,JJ
,but,O,CC
,we,O,PRP
,got,O,VBD
,used,O,VBN
,to,O,TO
,it,O,PRP
,.,O,.
,Q,O,NNP
,.,O,.
,Do,O,VB
,you,O,PRP
,know,O,VB
,the,O,DT
,Russians,O,NNPS
,will,O,MD
,hang,O,VB
,you,O,PRP
,?,O,.
,A,O,DT
,.,O,.
,(,O,(
,Bursting,O,VBG
,into,O,IN
,tears,O,NNS
,),O,)
,Why,O,WRB
,should,O,MD
,they,O,PRP
,?,O,.
,What,O,WP
,have,O,VBP
,I,O,PRP
,done,O,VBN
,?,O,.
,Really,O,RB
,he,O,PRP
,had,O,VBD
,done,O,VBN
,nothing,O,NN
,.,O,.
,He,O,PRP
,had,O,VBD
,only,O,RB
,carried,O,VBN
,out,O,RP
,orders,O,NNS
,and,O,CC
,since,O,IN
,when,O,WRB
,has,O,VBZ
,it,O,PRP
,been,O,VBN
,a,O,DT
,crime,O,NN
,to,O,TO
,carry,O,VB
,out,O,RP
,orders,O,NNS
,?,O,.
,Since,O,IN
,when,O,WRB
,has,O,VBZ
,it,O,PRP
,been,O,VBN
,a,O,DT
,virtue,O,NN
,to,O,TO
,rebel,O,VB
,?,O,.
,Since,O,IN
,when,O,WRB
,could,O,MD
,one,O,CD
,only,O,RB
,be,O,VB
,decent,O,VBN
,by,O,IN
,welcoming,O,VBG
,death,O,NN
,?,O,.
,What,O,WP
,then,O,RB
,had,O,VBD
,he,O,PRP
,done,O,VBN
,?,O,.
,In,O,IN
,his,O,PRP$
,play,O,NN
,",",O,","
,“,O,VBZ
,The,O,DT
,Last,O,JJ
,Days,O,NNP
,of,O,IN
,Mankind,O,NNP
,”,O,NN
,about,O,IN
,the,O,DT
,last,O,JJ
,war,O,NN
,",",O,","
,Karl,B-PER,NNP
,Kraus,I-PER,NNP
,rang,O,VBD
,down,O,RP
,the,O,DT
,curtain,O,NN
,after,O,IN
,Wilhelm,B-PER,NNP
,II,I-PER,NNP
,had,O,VBD
,cried,O,VBN
,",",O,","
,“,O,FW
,I,O,PRP
,did,O,VBD
,not,O,RB
,want,O,VB
,this,O,DT
,.,O,.
,”,O,NN
,And,O,CC
,the,O,DT
,horribly,O,RB
,comic,O,JJ
,part,O,NN
,of,O,IN
,it,O,PRP
,was,O,VBD
,that,O,IN
,this,O,DT
,was,O,VBD
,the,O,DT
,fact,O,NN
,.,O,.
,When,O,WRB
,the,O,DT
,curtain,O,NN
,falls,O,VBZ
,this,O,DT
,time,O,NN
,",",O,","
,we,O,PRP
,will,O,MD
,have,O,VB
,to,O,TO
,listen,O,VB
,to,O,TO
,a,O,DT
,whole,O,JJ
,chorus,O,NN
,calling,O,VBG
,out,O,RP
,",",O,","
,“,O,IN
,We,O,PRP
,did,O,VBD
,not,O,RB
,do,O,VB
,this,O,DT
,.,O,.
,”,O,NN
,And,O,CC
,even,O,RB
,though,O,IN
,we,O,PRP
,shall,O,MD
,no,O,RB
,longer,O,RB
,be,O,VB
,able,O,JJ
,to,O,TO
,appreciate,O,VB
,the,O,DT
,comic,O,JJ
,element,O,NN
,",",O,","
,the,O,DT
,horrible,O,JJ
,part,O,NN
,of,O,IN
,it,O,PRP
,will,O,MD
,still,O,RB
,be,O,VB
,that,O,IN
,this,O,DT
,is,O,VBZ
,the,O,DT
,fact,O,NN
,.,O,.
,III,O,NNP
,In,O,IN
,trying,O,VBG
,to,O,TO
,understand,O,VB
,what,O,WDT
,were,O,VBD
,the,O,DT
,real,O,JJ
,motives,O,NNS
,which,O,WDT
,caused,O,VBD
,people,O,NNS
,to,O,TO
,act,O,VB
,as,O,IN
,cogs,O,NNS
,in,O,IN
,the,O,DT
,mass,O,NN
,murder,O,NN
,machine,O,NN
,",",O,","
,we,O,PRP
,shall,O,MD
,not,O,RB
,be,O,VB
,aided,O,VBN
,by,O,IN
,speculations,O,NNS
,about,O,IN
,German,O,JJ
,history,O,NN
,and,O,CC
,the,O,DT
,so,O,RB
,-,O,:
,called,O,JJ
,German,O,JJ
,national,O,JJ
,character,O,NN
,",",O,","
,of,O,IN
,whose,O,WP$
,potentialities,O,NNS
,those,O,DT
,who,O,WP
,knew,O,VBD
,Germany,O,NNP
,most,O,JJS
,intimately,O,RB
,had,O,VBD
,not,O,RB
,the,O,DT
,slightest,O,JJS
,idea,O,NN
,fifteen,O,CD
,years,O,NNS
,ago,O,RB
,.,O,.
,There,O,EX
,is,O,VBZ
,more,O,JJR
,to,O,TO
,be,O,VB
,learned,O,VBN
,from,O,IN
,the,O,DT
,characteristic,O,JJ
,personality,O,NN
,of,O,IN
,the,O,DT
,man,O,NN
,who,O,WP
,can,O,MD
,boast,O,VB
,that,O,IN
,he,O,PRP
,was,O,VBD
,the,O,DT
,organizing,O,VBG
,spirit,O,NN
,of,O,IN
,the,O,DT
,murder,O,NN
,.,O,.
,Heinrich,B-PER,NNP
,Himmler,B-PER,NNP
,is,O,VBZ
,not,O,RB
,one,O,CD
,of,O,IN
,those,O,DT
,intellectuals,O,NNS
,stemming,O,VBG
,from,O,IN
,the,O,DT
,dim,O,NN
,No,O,NNP
,Man,O,NNP
,’,O,VBZ
,s,O,JJ
,Land,O,NNP
,between,O,IN
,the,O,DT
,Bohemian,O,NNP
,and,O,CC
,the,O,DT
,Pimp,O,NNP
,",",O,","
,whose,O,WP$
,significance,O,NN
,in,O,IN
,the,O,DT
,composition,O,NN
,of,O,IN
,the,O,DT
,Nazi,O,NNP
,élite,O,NNP
,has,O,VBZ
,been,O,VBN
,repeatedly,O,RB
,stressed,O,VBN
,of,O,IN
,late,O,JJ
,.,O,.
,He,O,PRP
,is,O,VBZ
,neither,O,CC
,a,O,DT
,Bohemian,O,JJ
,like,O,IN
,Goebbels,B-PER,NNP
,",",O,","
,nor,O,CC
,a,O,DT
,sex,O,NN
,criminal,O,NN
,like,O,IN
,Streicher,B-PER,NNP
,",",O,","
,nor,O,CC
,a,O,DT
,perverted,O,JJ
,fanatic,O,JJ
,like,O,IN
,Hitler,B-PER,NNP
,",",O,","
,nor,O,CC
,an,O,DT
,adventurer,O,NN
,like,O,IN
,Goering,B-PER,VBG
,.,O,.
,He,O,PRP
,is,O,VBZ
,a,O,DT
,“,O,JJ
,bourgeois,O,NN
,”,O,NN
,with,O,IN
,all,O,PDT
,the,O,DT
,outer,O,JJ
,aspect,O,NN
,of,O,IN
,respectability,O,NN
,",",O,","
,all,O,PDT
,the,O,DT
,habits,O,NNS
,of,O,IN
,a,O,DT
,good,O,JJ
,paterfamilias,O,NN
,who,O,WP
,does,O,VBZ
,not,O,RB
,betray,O,VB
,his,O,PRP$
,wife,O,NN
,and,O,CC
,anxiously,O,RB
,seeks,O,VBZ
,to,O,TO
,secure,O,VB
,a,O,DT
,decent,O,JJ
,future,O,NN
,for,O,IN
,his,O,PRP$
,children,O,NNS
,;,O,:
,and,O,CC
,he,O,PRP
,has,O,VBZ
,consciously,O,RB
,built,O,VBN
,up,O,RP
,his,O,PRP$
,newest,O,JJS
,terror,O,NN
,organization,O,NN
,",",O,","
,covering,O,VBG
,the,O,DT
,whole,O,JJ
,country,O,NN
,",",O,","
,on,O,IN
,the,O,DT
,assumption,O,NN
,that,O,IN
,most,O,JJS
,people,O,NNS
,are,O,VBP
,not,O,RB
,Bohemians,O,NNPS
,nor,O,CC
,fanatics,O,NNS
,",",O,","
,nor,O,CC
,adventurers,O,NNS
,",",O,","
,nor,O,CC
,sex,O,NN
,maniacs,O,NN
,",",O,","
,nor,O,CC
,sadists,O,NNS
,",",O,","
,but,O,CC
,",",O,","
,first,O,RB
,and,O,CC
,foremost,O,JJ
,jobholders,O,NNS
,",",O,","
,and,O,CC
,good,O,JJ
,family,O,NN
,men,O,NNS
,.,O,.
,It,O,PRP
,was,O,VBD
,Péguy,B-PER,NNP
,",",O,","
,I,O,PRP
,believe,O,VBP
,",",O,","
,who,O,WP
,called,O,VBD
,the,O,DT
,family,O,NN
,man,O,NN
,the,O,DT
,“,O,JJ
,grand,O,JJ
,aventurier,O,NN
,du,O,VBD
,20e,O,CD
,siècle,O,NN
,.,O,.
,”,O,CC
,He,O,PRP
,died,O,VBD
,too,O,RB
,soon,O,RB
,to,O,TO
,learn,O,VB
,that,O,IN
,he,O,PRP
,was,O,VBD
,also,O,RB
,the,O,DT
,great,O,JJ
,criminal,O,NN
,of,O,IN
,the,O,DT
,century,O,NN
,.,O,.
,We,O,PRP
,had,O,VBD
,been,O,VBN
,so,O,RB
,accustomed,O,JJ
,to,O,TO
,admire,O,VB
,or,O,CC
,gently,O,RB
,ridicule,O,VBZ
,the,O,DT
,family,O,NN
,man,O,NN
,’,O,NNP
,s,O,NN
,kind,O,NN
,concern,O,NN
,and,O,CC
,earnest,O,JJS
,concentration,O,NN
,on,O,IN
,the,O,DT
,welfare,O,NN
,of,O,IN
,his,O,PRP$
,family,O,NN
,",",O,","
